age,annual_income,employment_type,employment_stability_years,credit_score,existing_loans_count,existing_monthly_debt,requested_loan_amount,loan_tenure_months,dependents,savings_balance,risk_label,approved
56,564000.0,Business,23.5,537,1,6313.0,1318000.0,36,3,232073.0,MEDIUM,0
53,422000.0,Salaried,20.1,661,0,0.0,1235000.0,60,0,141623.0,MEDIUM,0
24,512000.0,Salaried,0.5,760,0,0.0,1817000.0,24,0,177820.0,MEDIUM,0
53,528000.0,Self-Employed,5.8,739,3,4522.0,1073000.0,60,2,464591.0,LOW,1
34,191000.0,Freelance,6.6,626,1,984.0,222000.0,120,1,163116.0,LOW,1
41,1325000.0,Salaried,1.4,552,0,0.0,2033000.0,60,1,170293.0,MEDIUM,1
40,554000.0,Salaried,7.2,720,1,4540.0,1903000.0,24,0,100637.0,MEDIUM,1
28,705000.0,Self-Employed,10.0,787,1,8678.0,592000.0,36,2,598063.0,LOW,1
27,956000.0,Freelance,9.0,627,0,0.0,2506000.0,84,1,168894.0,MEDIUM,0
23,293000.0,Business,2.2,615,4,2815.0,102000.0,120,0,227683.0,LOW,1
37,718000.0,Self-Employed,19.0,638,1,5185.0,868000.0,48,5,623966.0,LOW,1
53,460000.0,Salaried,13.2,725,0,0.0,1145000.0,36,1,295841.0,MEDIUM,0
32,898000.0,Self-Employed,14.0,778,5,13858.0,1786000.0,84,1,1052984.0,LOW,1
42,151000.0,Salaried,24.0,580,2,650.0,321000.0,48,2,7524.0,MEDIUM,0
42,509000.0,Self-Employed,7.2,560,1,2135.0,1397000.0,48,1,116173.0,MEDIUM,1
50,376000.0,Business,25.9,867,1,3190.0,439000.0,24,1,423259.0,LOW,1
58,700000.0,Freelance,18.7,665,3,13109.0,937000.0,24,4,730667.0,LOW,0
58,716000.0,Salaried,24.5,700,1,8350.0,2028000.0,12,1,792023.0,LOW,1
65,353000.0,Salaried,19.5,624,2,1878.0,809000.0,84,2,12105.0,LOW,1
28,352000.0,Self-Employed,10.0,719,1,1603.0,125000.0,120,0,268285.0,LOW,0
47,506000.0,Business,6.8,756,1,2086.0,1407000.0,60,0,37732.0,MEDIUM,1
47,316000.0,Business,2.1,703,2,1864.0,820000.0,60,0,259307.0,LOW,1
54,896000.0,Salaried,16.1,819,1,11124.0,529000.0,60,2,944110.0,LOW,1
41,433000.0,Salaried,23.0,653,0,0.0,1328000.0,60,2,398722.0,LOW,1
50,150000.0,Self-Employed,22.1,658,3,5290.0,335000.0,12,1,88025.0,MEDIUM,0
53,432000.0,Salaried,9.8,698,0,0.0,457000.0,48,2,423525.0,LOW,1
48,290000.0,Business,24.8,717,1,740.0,687000.0,12,2,316941.0,MEDIUM,0
53,203000.0,Self-Employed,23.1,698,2,605.0,508000.0,84,2,127725.0,LOW,1
25,257000.0,Business,7.0,577,2,5497.0,952000.0,120,1,129719.0,MEDIUM,0
39,577000.0,Self-Employed,0.4,705,1,232.0,1758000.0,24,1,349228.0,HIGH,0
24,1199000.0,Business,1.5,650,2,28908.0,1699000.0,36,3,663911.0,MEDIUM,0
55,652000.0,Salaried,26.3,633,0,0.0,481000.0,48,2,526596.0,LOW,0
37,376000.0,Business,19.0,682,2,2325.0,1300000.0,48,1,41391.0,MEDIUM,1
64,710000.0,Salaried,8.9,603,3,16440.0,2436000.0,12,2,327625.0,HIGH,0
48,410000.0,Self-Employed,8.6,589,3,2044.0,389000.0,24,1,211546.0,MEDIUM,0
50,356000.0,Salaried,23.8,470,2,642.0,189000.0,24,0,64037.0,MEDIUM,0
49,270000.0,Self-Employed,28.1,819,1,2794.0,792000.0,84,1,204108.0,MEDIUM,1
26,189000.0,Salaried,8.0,724,0,0.0,562000.0,120,2,106742.0,MEDIUM,1
55,428000.0,Salaried,18.2,670,1,2773.0,409000.0,48,2,350573.0,LOW,1
61,594000.0,Freelance,7.3,626,1,1312.0,1647000.0,12,0,227226.0,HIGH,0
57,510000.0,Salaried,15.8,449,0,0.0,679000.0,60,4,344883.0,LOW,1
44,421000.0,Business,7.0,621,4,7742.0,532000.0,48,2,184551.0,HIGH,0
49,306000.0,Freelance,24.2,737,3,5808.0,459000.0,60,3,239085.0,MEDIUM,0
51,778000.0,Salaried,11.6,755,0,0.0,1731000.0,36,1,240092.0,MEDIUM,0
55,245000.0,Self-Employed,25.0,731,2,3069.0,803000.0,24,4,206244.0,MEDIUM,1
53,861000.0,Salaried,11.4,692,2,16843.0,1847000.0,48,3,518448.0,LOW,0
41,296000.0,Salaried,23.0,784,0,0.0,415000.0,36,2,139806.0,LOW,1
52,344000.0,Salaried,10.0,653,1,275.0,1228000.0,60,4,135773.0,MEDIUM,1
43,224000.0,Freelance,13.2,766,1,445.0,113000.0,48,2,112332.0,LOW,1
53,400000.0,Salaried,18.5,649,0,0.0,1300000.0,36,1,193568.0,MEDIUM,0
23,970000.0,Self-Employed,3.1,609,2,18414.0,3106000.0,48,5,262098.0,HIGH,0
38,736000.0,Self-Employed,20.0,599,5,6503.0,911000.0,36,1,215959.0,LOW,1
45,972000.0,Business,17.2,594,1,377.0,1005000.0,36,1,899761.0,LOW,1
62,739000.0,Salaried,15.2,732,2,12661.0,2613000.0,60,3,289253.0,MEDIUM,0
51,279000.0,Self-Employed,25.2,620,1,2983.0,661000.0,24,2,180161.0,MEDIUM,1
23,443000.0,Self-Employed,3.3,597,3,12528.0,208000.0,12,1,157733.0,MEDIUM,0
60,338000.0,Self-Employed,15.7,737,3,2570.0,1215000.0,36,1,335508.0,MEDIUM,0
44,1201000.0,Freelance,26.0,706,0,0.0,1911000.0,24,0,984108.0,MEDIUM,0
52,264000.0,Business,1.9,757,3,7498.0,413000.0,84,1,115681.0,LOW,1
42,924000.0,Salaried,3.4,721,0,0.0,2476000.0,12,0,796177.0,MEDIUM,0
43,923000.0,Self-Employed,17.9,619,0,0.0,2535000.0,60,0,711783.0,LOW,1
22,1620000.0,Salaried,2.5,686,2,12736.0,2604000.0,48,3,304521.0,MEDIUM,0
47,423000.0,Salaried,13.9,690,1,1193.0,351000.0,24,0,283696.0,LOW,1
62,829000.0,Self-Employed,9.8,606,1,10047.0,1943000.0,120,1,665158.0,MEDIUM,0
22,2124000.0,Salaried,0.0,591,2,48458.0,5550000.0,48,1,167079.0,HIGH,1
46,373000.0,Salaried,24.7,625,0,0.0,1299000.0,48,4,199220.0,MEDIUM,0
37,215000.0,Freelance,17.8,842,1,368.0,450000.0,12,2,254125.0,LOW,1
60,175000.0,Salaried,29.9,646,1,1592.0,471000.0,84,0,176278.0,LOW,1
53,829000.0,Freelance,23.6,778,1,2650.0,416000.0,24,0,711844.0,LOW,1
29,175000.0,Self-Employed,8.2,642,0,0.0,632000.0,36,2,64260.0,MEDIUM,1
63,432000.0,Self-Employed,7.9,751,0,0.0,653000.0,84,0,330859.0,LOW,1
59,702000.0,Business,10.1,752,3,13948.0,1853000.0,12,4,52083.0,HIGH,0
49,604000.0,Salaried,25.3,756,3,2207.0,2228000.0,24,2,357297.0,LOW,1
62,698000.0,Salaried,0.8,711,0,0.0,2303000.0,36,1,601016.0,MEDIUM,1
46,617000.0,Salaried,6.9,790,0,0.0,1641000.0,120,2,55127.0,MEDIUM,1
55,1164000.0,Salaried,27.1,710,2,25953.0,3379000.0,120,0,837749.0,MEDIUM,0
45,305000.0,Freelance,19.2,817,4,14041.0,1131000.0,48,1,248764.0,MEDIUM,1
44,360000.0,Business,6.8,550,1,3299.0,1190000.0,60,0,69230.0,HIGH,0
33,340000.0,Salaried,6.6,707,3,5949.0,869000.0,60,3,230611.0,MEDIUM,1
27,889000.0,Salaried,9.0,702,1,2833.0,2433000.0,12,1,440062.0,MEDIUM,0
56,927000.0,Salaried,26.8,605,4,34490.0,783000.0,84,3,452504.0,MEDIUM,1
65,708000.0,Salaried,7.7,726,0,0.0,1444000.0,120,4,294461.0,LOW,1
40,1099000.0,Self-Employed,12.6,560,5,10889.0,1554000.0,36,2,812252.0,LOW,1
21,267000.0,Salaried,3.0,627,1,1555.0,507000.0,36,1,105573.0,MEDIUM,0
28,1469000.0,Self-Employed,10.0,520,4,23156.0,4040000.0,60,2,978573.0,MEDIUM,0
36,1348000.0,Salaried,18.0,804,1,6011.0,1148000.0,36,1,192758.0,LOW,1
34,840000.0,Salaried,15.6,661,1,4260.0,306000.0,24,2,274987.0,MEDIUM,1
32,1574000.0,Self-Employed,14.0,853,3,56180.0,2784000.0,24,1,943006.0,LOW,1
43,200000.0,Self-Employed,9.8,744,2,1293.0,298000.0,60,0,104154.0,LOW,1
35,394000.0,Freelance,4.7,715,2,4853.0,731000.0,48,3,213146.0,MEDIUM,0
48,348000.0,Business,21.3,633,1,4139.0,1303000.0,48,2,238631.0,MEDIUM,0
54,833000.0,Salaried,16.2,596,2,9914.0,2429000.0,48,0,474334.0,MEDIUM,1
22,288000.0,Salaried,2.5,721,4,12436.0,435000.0,60,3,183542.0,MEDIUM,0
52,851000.0,Business,2.4,674,0,0.0,820000.0,12,3,792439.0,MEDIUM,0
43,1230000.0,Freelance,25.0,572,2,29306.0,3184000.0,120,2,253949.0,MEDIUM,0
42,820000.0,Business,8.8,558,3,5767.0,2241000.0,120,5,639358.0,MEDIUM,1
45,641000.0,Salaried,19.6,603,2,15703.0,1339000.0,36,4,513804.0,MEDIUM,0
42,299000.0,Freelance,1.2,825,3,1969.0,325000.0,24,3,91061.0,MEDIUM,1
42,325000.0,Salaried,18.3,857,3,5416.0,132000.0,84,0,294771.0,LOW,1
62,1144000.0,Business,21.5,696,2,8826.0,1468000.0,120,1,325811.0,LOW,1
26,863000.0,Freelance,8.0,691,2,9347.0,1719000.0,24,1,924753.0,LOW,1
35,528000.0,Salaried,6.5,653,4,6614.0,1698000.0,84,3,287440.0,MEDIUM,1
63,421000.0,Freelance,16.1,605,3,15240.0,1456000.0,12,3,95366.0,HIGH,0
57,160000.0,Salaried,25.0,790,3,1834.0,292000.0,36,3,135612.0,LOW,1
53,284000.0,Freelance,9.7,829,0,0.0,922000.0,48,2,280129.0,MEDIUM,0
28,1701000.0,Salaried,7.6,608,0,0.0,6762000.0,84,0,1039886.0,MEDIUM,0
64,251000.0,Freelance,8.4,673,2,5173.0,741000.0,24,0,73893.0,MEDIUM,0
64,605000.0,Salaried,28.5,644,2,8205.0,1812000.0,120,2,473552.0,MEDIUM,1
25,989000.0,Business,7.0,646,1,12108.0,3625000.0,120,5,972812.0,LOW,1
59,254000.0,Self-Employed,0.1,774,0,0.0,394000.0,48,1,309956.0,LOW,1
24,604000.0,Self-Employed,0.1,575,1,1476.0,206000.0,48,2,388200.0,LOW,1
26,949000.0,Salaried,8.0,717,2,8209.0,3750000.0,60,3,946686.0,MEDIUM,1
65,544000.0,Business,3.9,738,3,15034.0,1150000.0,60,0,648106.0,LOW,0
52,3021000.0,Salaried,29.5,668,3,74669.0,9688000.0,36,3,248759.0,MEDIUM,1
50,199000.0,Self-Employed,18.2,751,1,1936.0,658000.0,24,2,121930.0,MEDIUM,1
55,1020000.0,Salaried,15.0,691,1,937.0,1806000.0,60,2,364467.0,MEDIUM,1
60,487000.0,Freelance,11.5,777,1,3533.0,1121000.0,36,3,308015.0,MEDIUM,0
36,859000.0,Salaried,18.0,558,1,10009.0,1974000.0,12,1,712195.0,MEDIUM,0
33,704000.0,Salaried,7.3,652,2,1899.0,785000.0,48,2,738412.0,LOW,1
62,348000.0,Salaried,8.6,674,1,410.0,256000.0,24,1,349040.0,LOW,1
50,620000.0,Salaried,3.7,466,0,0.0,1433000.0,24,0,102786.0,HIGH,0
39,177000.0,Salaried,21.0,593,1,697.0,132000.0,36,2,137933.0,LOW,1
37,776000.0,Self-Employed,17.9,614,0,0.0,1226000.0,60,1,638899.0,LOW,1
39,646000.0,Business,18.3,755,0,0.0,639000.0,48,2,477733.0,LOW,0
48,793000.0,Business,6.6,623,1,9774.0,2312000.0,48,2,583206.0,LOW,1
46,1020000.0,Self-Employed,19.5,614,0,0.0,3597000.0,24,2,926219.0,MEDIUM,0
57,674000.0,Salaried,23.0,745,1,5713.0,1643000.0,24,3,823506.0,LOW,1
46,591000.0,Self-Employed,10.7,550,1,1933.0,1074000.0,48,0,37800.0,MEDIUM,0
43,318000.0,Salaried,24.0,514,2,2082.0,1268000.0,12,0,73918.0,MEDIUM,1
29,352000.0,Business,10.5,651,5,19409.0,133000.0,36,1,350924.0,MEDIUM,1
32,1101000.0,Salaried,14.0,564,1,8056.0,1570000.0,12,2,352956.0,MEDIUM,0
21,1279000.0,Salaried,1.1,567,2,25237.0,1702000.0,60,3,159870.0,MEDIUM,1
21,468000.0,Salaried,1.9,725,3,7895.0,757000.0,12,0,187803.0,MEDIUM,1
54,555000.0,Business,29.1,750,1,715.0,640000.0,12,3,367133.0,LOW,1
52,314000.0,Salaried,29.4,743,0,0.0,401000.0,60,0,156413.0,LOW,1
45,1092000.0,Self-Employed,8.5,768,1,2200.0,1369000.0,84,2,1102168.0,LOW,1
60,806000.0,Salaried,13.2,779,1,7877.0,1750000.0,120,1,647919.0,LOW,0
65,1732000.0,Business,1.9,509,2,30332.0,3026000.0,120,0,641081.0,MEDIUM,1
21,319000.0,Freelance,2.9,716,0,0.0,850000.0,84,0,374787.0,MEDIUM,0
36,431000.0,Salaried,17.1,637,3,10043.0,950000.0,36,1,398722.0,LOW,1
59,621000.0,Self-Employed,11.6,620,0,0.0,608000.0,120,4,543696.0,MEDIUM,1
25,796000.0,Freelance,3.4,724,3,20816.0,2625000.0,48,0,551915.0,MEDIUM,0
42,475000.0,Self-Employed,24.0,541,4,12139.0,972000.0,12,1,325990.0,MEDIUM,1
49,320000.0,Self-Employed,15.9,539,5,6237.0,277000.0,36,5,99473.0,MEDIUM,0
23,917000.0,Self-Employed,0.0,730,3,30505.0,841000.0,60,2,388356.0,HIGH,1
32,833000.0,Self-Employed,10.5,719,0,0.0,2706000.0,120,1,882796.0,MEDIUM,1
46,312000.0,Salaried,8.1,690,2,6672.0,905000.0,84,2,215634.0,MEDIUM,0
36,1219000.0,Business,18.0,609,0,0.0,2650000.0,36,1,441384.0,MEDIUM,0
57,1090000.0,Salaried,27.9,739,3,33363.0,1561000.0,84,3,1129344.0,MEDIUM,0
42,586000.0,Salaried,24.0,734,1,7250.0,1174000.0,12,0,326838.0,MEDIUM,1
49,567000.0,Business,13.8,686,1,5307.0,1505000.0,48,5,268012.0,MEDIUM,0
34,753000.0,Salaried,16.0,585,3,961.0,2676000.0,60,0,41887.0,MEDIUM,1
48,322000.0,Salaried,12.7,645,0,0.0,759000.0,60,2,234021.0,LOW,1
25,550000.0,Self-Employed,7.0,747,0,0.0,728000.0,12,2,371550.0,MEDIUM,1
50,150000.0,Business,29.5,786,1,356.0,69000.0,84,2,65305.0,LOW,0
25,914000.0,Business,7.0,653,2,1404.0,868000.0,36,1,163947.0,MEDIUM,0
32,212000.0,Freelance,9.7,660,2,2659.0,574000.0,48,3,48006.0,MEDIUM,0
36,1332000.0,Business,18.0,667,2,939.0,1190000.0,60,1,364738.0,LOW,1
46,443000.0,Salaried,4.0,701,3,7851.0,922000.0,12,1,443741.0,MEDIUM,0
46,476000.0,Salaried,22.8,633,0,0.0,1374000.0,12,3,244786.0,MEDIUM,1
41,371000.0,Business,23.0,448,1,3472.0,534000.0,24,0,185613.0,MEDIUM,0
59,455000.0,Salaried,15.4,775,2,10737.0,1263000.0,84,1,279402.0,MEDIUM,1
56,1266000.0,Self-Employed,0.1,823,2,7173.0,3102000.0,24,1,849119.0,MEDIUM,0
53,150000.0,Self-Employed,11.3,631,1,996.0,289000.0,36,1,127845.0,MEDIUM,0
50,1163000.0,Salaried,3.3,594,0,0.0,4210000.0,120,0,873573.0,MEDIUM,0
57,662000.0,Freelance,12.5,669,0,0.0,1894000.0,12,5,186956.0,MEDIUM,0
43,262000.0,Self-Employed,23.7,664,0,0.0,428000.0,84,2,181754.0,MEDIUM,1
30,283000.0,Self-Employed,12.0,759,1,128.0,927000.0,36,5,245023.0,MEDIUM,1
25,1477000.0,Freelance,7.0,684,0,0.0,4477000.0,36,3,703716.0,HIGH,0
56,306000.0,Self-Employed,16.7,616,1,2696.0,988000.0,48,0,30504.0,MEDIUM,0
54,270000.0,Salaried,17.5,574,0,0.0,721000.0,24,1,98468.0,MEDIUM,1
51,1069000.0,Self-Employed,25.7,749,2,15219.0,1821000.0,36,0,501583.0,MEDIUM,0
30,662000.0,Business,9.3,727,3,6723.0,1052000.0,48,3,555552.0,LOW,1
39,308000.0,Business,21.0,764,1,1560.0,838000.0,48,2,317124.0,MEDIUM,0
52,615000.0,Business,17.0,602,1,738.0,482000.0,84,1,250429.0,LOW,1
21,292000.0,Business,1.3,827,4,13916.0,973000.0,24,5,263469.0,MEDIUM,1
25,1046000.0,Salaried,7.0,540,1,11358.0,1747000.0,24,2,595827.0,MEDIUM,1
65,1022000.0,Business,10.8,736,5,4190.0,2690000.0,12,2,818048.0,MEDIUM,0
24,744000.0,Business,3.8,527,0,0.0,1597000.0,36,1,358776.0,MEDIUM,1
36,671000.0,Salaried,6.9,616,3,14622.0,1491000.0,48,1,431789.0,MEDIUM,0
44,1555000.0,Salaried,26.0,804,1,4518.0,4713000.0,12,2,1806341.0,MEDIUM,0
36,540000.0,Freelance,17.2,746,0,0.0,1414000.0,84,2,614259.0,LOW,0
22,266000.0,Business,1.9,636,5,12562.0,326000.0,36,2,33705.0,HIGH,0
48,708000.0,Business,1.4,638,4,9675.0,407000.0,36,3,32957.0,MEDIUM,0
52,1889000.0,Business,10.3,688,1,144.0,6439000.0,12,0,1140882.0,MEDIUM,0
47,294000.0,Self-Employed,0.7,721,4,11752.0,1051000.0,48,0,150861.0,MEDIUM,1
40,435000.0,Self-Employed,8.2,780,0,0.0,395000.0,12,2,263440.0,LOW,1
44,694000.0,Self-Employed,25.9,643,2,11145.0,1003000.0,36,2,347348.0,MEDIUM,1
32,523000.0,Salaried,1.1,551,0,0.0,703000.0,12,1,417957.0,MEDIUM,0
55,300000.0,Business,13.1,692,0,0.0,1131000.0,12,4,221090.0,MEDIUM,0
53,1059000.0,Self-Employed,3.5,643,2,17879.0,1120000.0,84,2,512652.0,MEDIUM,1
53,2174000.0,Self-Employed,12.5,575,1,12238.0,1992000.0,36,2,957518.0,MEDIUM,0
63,608000.0,Self-Employed,25.2,703,0,0.0,591000.0,24,1,596813.0,LOW,1
57,314000.0,Self-Employed,18.7,662,1,540.0,942000.0,84,1,82726.0,MEDIUM,1
32,213000.0,Salaried,14.0,704,0,0.0,764000.0,120,5,11728.0,MEDIUM,0
23,631000.0,Salaried,0.6,608,2,11446.0,1108000.0,48,2,309260.0,MEDIUM,0
21,1048000.0,Salaried,3.0,718,0,0.0,842000.0,36,3,1190898.0,LOW,1
53,719000.0,Salaried,21.3,574,3,19821.0,1774000.0,84,1,548389.0,MEDIUM,0
60,540000.0,Freelance,12.7,613,1,1236.0,581000.0,120,0,230662.0,LOW,1
30,379000.0,Salaried,12.0,660,1,1603.0,204000.0,84,1,82927.0,LOW,1
63,281000.0,Salaried,27.6,819,1,2616.0,1006000.0,24,1,223071.0,LOW,1
64,892000.0,Self-Employed,17.3,742,2,14721.0,3142000.0,12,2,964452.0,MEDIUM,1
49,935000.0,Self-Employed,21.2,766,0,0.0,3657000.0,24,0,859860.0,MEDIUM,0
33,214000.0,Salaried,12.5,793,1,327.0,440000.0,36,1,156063.0,LOW,1
32,1403000.0,Business,6.7,900,1,745.0,1947000.0,84,0,1565146.0,LOW,1
51,763000.0,Business,21.7,683,3,23975.0,2402000.0,84,2,825546.0,MEDIUM,0
22,1251000.0,Salaried,3.5,793,0,0.0,1211000.0,36,4,932147.0,LOW,1
55,242000.0,Salaried,15.0,761,3,1042.0,290000.0,120,1,173408.0,LOW,0
43,238000.0,Freelance,18.7,759,0,0.0,297000.0,12,0,147939.0,MEDIUM,0
37,494000.0,Business,6.2,821,0,0.0,1888000.0,120,2,390881.0,LOW,1
46,731000.0,Self-Employed,23.8,646,0,0.0,2193000.0,84,2,499456.0,LOW,1
28,1588000.0,Salaried,10.0,640,0,0.0,1262000.0,36,2,383009.0,LOW,1
49,825000.0,Salaried,26.7,705,1,5605.0,531000.0,120,1,556783.0,LOW,0
46,467000.0,Self-Employed,9.6,665,5,2638.0,1596000.0,60,3,23562.0,MEDIUM,0
30,292000.0,Salaried,12.0,705,0,0.0,954000.0,24,4,318053.0,MEDIUM,0
46,1130000.0,Salaried,24.3,805,1,2509.0,3144000.0,60,2,105366.0,LOW,1
54,303000.0,Self-Employed,17.9,641,1,800.0,311000.0,60,2,304335.0,LOW,0
61,1436000.0,Salaried,16.4,655,1,6585.0,2983000.0,24,0,1492206.0,LOW,1
27,456000.0,Business,9.0,693,1,4340.0,1154000.0,36,1,281490.0,MEDIUM,1
24,1403000.0,Business,2.3,661,3,39143.0,5260000.0,24,1,538282.0,HIGH,0
65,812000.0,Salaried,15.4,526,0,0.0,753000.0,12,0,145629.0,MEDIUM,0
31,498000.0,Business,1.3,633,2,1477.0,1099000.0,60,3,97771.0,MEDIUM,0
49,396000.0,Salaried,2.1,734,1,1389.0,350000.0,84,3,126128.0,LOW,1
56,440000.0,Business,0.2,795,1,2779.0,855000.0,60,4,285907.0,LOW,1
45,699000.0,Salaried,27.0,587,1,7596.0,727000.0,120,2,500194.0,LOW,1
41,566000.0,Salaried,12.3,587,1,6850.0,1921000.0,36,2,225707.0,MEDIUM,1
56,378000.0,Self-Employed,14.1,682,0,0.0,470000.0,24,2,333293.0,LOW,1
30,489000.0,Self-Employed,12.0,513,0,0.0,901000.0,84,3,232986.0,MEDIUM,0
57,566000.0,Freelance,18.3,644,1,4906.0,1024000.0,120,2,30943.0,MEDIUM,0
29,151000.0,Salaried,11.0,541,3,1904.0,529000.0,48,0,21158.0,HIGH,0
44,711000.0,Salaried,8.9,789,0,0.0,2207000.0,84,2,544507.0,LOW,1
55,300000.0,Self-Employed,25.0,618,2,1828.0,154000.0,36,1,57107.0,LOW,1
55,270000.0,Self-Employed,5.0,812,1,901.0,148000.0,36,2,225818.0,LOW,1
56,196000.0,Salaried,1.6,769,3,553.0,459000.0,36,1,115510.0,MEDIUM,1
38,184000.0,Self-Employed,5.7,628,1,966.0,346000.0,120,2,131969.0,MEDIUM,0
59,240000.0,Business,8.0,594,0,0.0,317000.0,24,0,72929.0,MEDIUM,1
52,353000.0,Business,8.5,664,5,17403.0,1141000.0,36,0,317548.0,HIGH,0
44,1744000.0,Freelance,20.1,671,0,0.0,1353000.0,120,1,784579.0,LOW,1
43,394000.0,Salaried,6.5,707,2,9776.0,1538000.0,12,1,367910.0,MEDIUM,1
52,601000.0,Business,20.3,617,2,1319.0,234000.0,12,1,31436.0,LOW,1
57,687000.0,Salaried,2.7,739,1,4235.0,507000.0,60,4,345919.0,LOW,0
32,585000.0,Self-Employed,4.4,701,4,15250.0,849000.0,60,3,165871.0,MEDIUM,1
33,516000.0,Self-Employed,15.0,652,3,15568.0,1127000.0,24,0,254249.0,MEDIUM,1
43,264000.0,Freelance,25.0,623,3,2637.0,290000.0,48,0,254245.0,LOW,1
45,1291000.0,Business,25.8,665,5,5597.0,3904000.0,60,3,262832.0,MEDIUM,0
55,1598000.0,Freelance,29.1,614,1,6267.0,2593000.0,60,5,189103.0,MEDIUM,0
61,197000.0,Business,19.5,684,0,0.0,87000.0,60,2,19866.0,LOW,1
50,292000.0,Freelance,20.3,686,2,6566.0,1036000.0,84,1,50145.0,MEDIUM,0
37,457000.0,Business,18.8,700,1,2258.0,1733000.0,120,1,48995.0,MEDIUM,1
40,303000.0,Self-Employed,18.7,821,0,0.0,784000.0,60,2,286866.0,LOW,1
45,732000.0,Salaried,4.4,669,1,300.0,2404000.0,36,2,117764.0,HIGH,0
42,349000.0,Salaried,16.3,760,4,5483.0,261000.0,60,0,98195.0,LOW,1
33,1981000.0,Salaried,11.6,698,0,0.0,2565000.0,84,2,1492976.0,LOW,0
39,1104000.0,Self-Employed,13.3,660,3,9168.0,1660000.0,24,1,553975.0,MEDIUM,1
56,614000.0,Self-Employed,15.7,670,1,1523.0,2367000.0,84,3,58071.0,HIGH,0
32,1001000.0,Self-Employed,3.9,675,0,0.0,2197000.0,36,3,1075965.0,MEDIUM,1
61,1049000.0,Freelance,10.8,702,3,24230.0,343000.0,84,2,742066.0,LOW,0
39,385000.0,Freelance,1.9,603,4,19039.0,657000.0,36,1,236501.0,HIGH,0
32,331000.0,Salaried,14.0,562,1,557.0,109000.0,24,0,257861.0,LOW,1
29,566000.0,Salaried,3.6,732,1,2520.0,668000.0,48,3,622612.0,LOW,1
27,906000.0,Salaried,7.8,751,1,3524.0,1796000.0,60,1,99388.0,MEDIUM,1
48,587000.0,Salaried,26.7,739,3,19374.0,878000.0,12,2,71083.0,MEDIUM,1
34,210000.0,Business,14.5,692,0,0.0,88000.0,48,2,187031.0,LOW,1
51,334000.0,Self-Employed,4.1,741,0,0.0,244000.0,60,4,288083.0,LOW,1
39,517000.0,Self-Employed,11.5,737,2,1846.0,1209000.0,12,0,152559.0,MEDIUM,1
36,516000.0,Business,3.5,743,1,5001.0,1483000.0,36,3,217394.0,MEDIUM,0
25,1765000.0,Business,6.0,611,1,5244.0,3171000.0,84,2,1095038.0,MEDIUM,0
55,235000.0,Salaried,1.6,592,3,602.0,707000.0,36,0,179770.0,MEDIUM,1
32,732000.0,Business,13.1,648,3,11944.0,662000.0,36,3,477814.0,MEDIUM,1
45,1320000.0,Salaried,24.2,678,4,25836.0,992000.0,60,3,1172134.0,LOW,1
41,2111000.0,Salaried,17.6,660,1,4687.0,7190000.0,24,0,579844.0,MEDIUM,1
56,424000.0,Salaried,18.2,529,3,2124.0,659000.0,36,2,127482.0,MEDIUM,0
43,726000.0,Self-Employed,6.0,817,2,16273.0,1379000.0,120,0,129405.0,LOW,1
36,761000.0,Salaried,10.3,658,0,0.0,2896000.0,36,2,807191.0,MEDIUM,0
59,608000.0,Salaried,25.4,693,2,1510.0,1136000.0,36,2,564025.0,LOW,1
65,509000.0,Self-Employed,2.6,779,0,0.0,159000.0,84,2,475568.0,LOW,1
62,702000.0,Business,25.7,492,2,16722.0,2647000.0,60,0,122301.0,HIGH,0
59,150000.0,Salaried,14.5,639,2,320.0,53000.0,12,2,110907.0,MEDIUM,1
34,814000.0,Salaried,16.0,649,2,16606.0,2239000.0,48,0,748611.0,MEDIUM,1
51,583000.0,Business,9.5,653,0,0.0,871000.0,36,2,508376.0,LOW,1
25,473000.0,Salaried,7.0,666,2,4468.0,965000.0,48,0,393489.0,LOW,1
55,1845000.0,Freelance,22.5,795,0,0.0,4290000.0,24,3,989813.0,MEDIUM,0
43,360000.0,Self-Employed,23.5,733,4,12193.0,652000.0,24,3,336846.0,MEDIUM,1
49,424000.0,Salaried,6.9,756,2,7448.0,1342000.0,120,1,265504.0,LOW,1
63,1785000.0,Salaried,29.2,683,0,0.0,6682000.0,24,3,848599.0,LOW,1
31,328000.0,Salaried,2.5,568,0,0.0,203000.0,36,1,291170.0,LOW,1
38,388000.0,Salaried,2.1,513,2,2603.0,1265000.0,48,3,55901.0,HIGH,0
32,495000.0,Salaried,14.0,557,1,4251.0,384000.0,12,2,387134.0,MEDIUM,1
29,895000.0,Self-Employed,11.0,708,2,3019.0,534000.0,60,1,359098.0,LOW,1
30,612000.0,Salaried,12.0,682,1,3907.0,2348000.0,48,0,364530.0,MEDIUM,0
64,249000.0,Self-Employed,12.1,663,2,3815.0,525000.0,60,4,103814.0,MEDIUM,1
37,393000.0,Self-Employed,0.8,650,0,0.0,340000.0,120,3,217031.0,LOW,1
58,375000.0,Salaried,18.1,840,1,359.0,903000.0,48,2,431293.0,MEDIUM,0
27,516000.0,Salaried,8.7,614,4,5024.0,657000.0,36,1,108433.0,LOW,0
33,698000.0,Salaried,13.0,754,2,7339.0,1409000.0,12,2,662759.0,MEDIUM,1
